-4.986429 2.945304
-2.580642 -1.072418
-0.142271 2.677105
-5.559903 0.698239
-1.898588 -0.561007
-4.708625 2.522648
-5.456549 0.08252
-4.816999 -2.876872
-4.576806 2.027174
4.581712 0.841411
0.209695 -0.937647
-1.698581 -1.211999
-0.445842 -2.75523
-0.947101 -0.838645
5.17315 2.255644
3.110716 -0.195465
-5.340317 1.154524
-5.307549 0.776072
5.047218 2.186739
0.732267 -0.750901
2.790558 -1.605889
3.074773 -2.335123
-2.961741 1.674607
-0.633638 -3.429561
5.355896 -1.725833
0.359659 -2.472073
-4.82277 -1.247854
-3.7614 0.457959
-1.239152 -0.922621
-2.76698 1.866921
2.2924 0.49733
3.11186 -1.179863
-0.776206 3.013223
2.433699 0.894179
-0.638918 0.619978
-5.323168 2.438569
-0.15568 4.406797
3.284037 -1.167204
2.992596 0.229218
-3.057056 -0.183926
3.825 -0.320956
5.181903 2.016904
0.332152 -3.829808
-3.884941 -0.061609
2.454767 -2.237066
-0.471347 -0.416393
0.616202 -2.942607
1.906118 1.138016
1.815731 -1.623283
-0.939398 -0.42928
-4.200374 1.524737
-2.227395 2.392491
4.93768 2.119732
5.67837 1.384689
2.802677 0.420922
3.350302 -0.116857
-0.325481 3.813859
1.709325 -0.909747
-5.306557 -0.747389
1.724584 1.608337
-1.857219 1.854109
5.028487 1.002969
-0.229738 -2.460573
1.895167 -0.704091
-0.406517 -2.342355
2.074478 1.042425
-2.275278 -1.634234
0.448286 1.737911
-3.676524 0.117605
5.893552 1.302344
4.08912 -0.775016
4.078651 0.076671
0.322333 -3.991837
-5.202276 1.370536
0.535351 -0.560816
5.251838 0.927018
1.099302 0.774841
-0.172953 -1.250663
2.933292 1.541782
-3.349797 0.480751
4.220446 1.019807
4.972664 -1.52668
-3.878592 -0.250505
5.013928 1.163929
-1.15597 -0.499303
-1.287082 -0.27659
-0.068872 2.878705
2.028254 -2.151268
5.303994 2.356279
-2.152282 -0.907852
2.370289 -2.709309
2.297327 1.927299
-0.877532 0.296617
4.220551 0.980489
-0.053878 -0.726192
0.32005 -0.466495
2.48956 -1.605445
-4.659144 -2.242296
-2.849476 0.864962
4.32929 -0.983173
2.686633 0.508748
0.074826 -4.348629
-0.172604 -4.020478
-5.190184 -2.407542
3.232194 0.365235
-4.343794 -0.105016
5.465157 1.880557
-5.819715 1.08505
1.363475 0.27987
5.285917 -1.339814
-0.296556 2.098332
-4.70121 -1.050728
2.406804 1.105324
-4.064919 -0.60698
0.851927 -2.018235
4.353985 1.124614
-1.59476 -0.910471
4.895688 2.18783
2.129289 -1.730158
-2.015175 1.770276
